Provincia;Municipio;Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Gasolina 95 E5;Gasolina 95 E10;Gasolina 95 E5 Premium;Gasolina 98 E5;Gasolina 98 E10;Gasóleo A;Gasóleo Premium;Gasóleo B;Gasóleo C;Bioetanol;Biodiésel;Gases licuados del petróleo;Gas natural comprimido;Gas natural licuado;Hidrógeno;Gasóleo de uso marítimo;Rótulo;Tipo;Horario
VALENCIA / VALÈNCIA;VALENCIA;CASAS DE BARCENA;46131;LUGAR CASAS BARCENA, 2;N;-0,360083;39,516778;03/11/2023 09:51;1,707;;1,747;1,867;;1,686;1,776;;;;;;;;;;REPSOL;;L-D: 24H
LUGO;LUGO;PIUGOS DE PENA;27294;LUGAR CIMA DE VILA (PEDREDA), 21;D;-7,561750;42,977444;30/10/2023 11:57;1,689;;;1,799;;1,709;1,759;;;;;0,969;;;;;E.S. CEPSA PONTEBRANCA;;L: 07:00-23:00
CORUÑA (A);BOIRO;BOIRO;15930;LUGAR CIMADEVILA, S/N;I;-8,877139;42,654528;02/11/2023 15:00;1,749;;;1,889;;1,709;1,799;1,499;;;;0,959;;;;;CEPSA;;L-D: 07:00-23:00
CORUÑA (A);LARACHA (A);CORGO;15145;LUGAR CORGO ARRIBA, 10;I;-8,467889;43,230611;30/10/2023 15:45;1,640;;;1,790;;1,500;;1,300;;;;;;;;;LOW COST ATENDIDO O CORGO;;L-S: 07:00-22:00
PONTEVEDRA;VALGA;COTO (O);36647;LUGAR DE TORRE, 14;D;-8,670250;42,705139;02/11/2023 12:19;1,509;;;;;1,519;;;;;;;;;;;PLENOIL;;L: 24H
CORUÑA (A);SANTIAGO DE COMPOSTELA;SANTIAGO DE COMPOSTELA;15890;LUGAR DO NOVAL, 1 - LAVACOLLA, 1;D;-8,437722;42,900333;30/10/2023 15:00;1,672;;;1,916;;1,630;1,760;;;;;;;;;;LA CARABELA;;L-D: 06:00-00:00
PALMAS (LAS);TELDE;TELDE;35200;LUGAR EL ROQUE, 86;N;-15,420194;27,998556;02/11/2023 15:45;1,339;;;1,459;;1,325;1,439;;;;;;;;;;DISA EL ROQUE;;L-D: 06:30-22:30
CORUÑA (A);SADA;SADA;15160;LUGAR ESPIRITU SANTO, 14;D;-8,288917;43,314722;02/11/2023 23:00;1,679;;;;;1,685;1,751;;;;;0,799;;;;;CEPSA;;"L-V: 07:00-23:00; S-D: 09:00-21:00"
CASTELLÓN / CASTELLÓ;PEÑÍSCOLA;PEÑISCOLA;12598;LUGAR ESQUINA CARRETERA DE LA ESTACION (CV141) CON CARRETERA VIEJA DE BENICARLO (CV140), S/N;I;0,393528;40,368278;30/10/2023 09:30;1,454;;;;;1,484;;;;;;;;;;;BONAREA;;L-D: 24H
PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);PALMAS DE GRAN CANARIA (LAS);35008;LUGAR EXPLANADA TOMAS QUEVEDO, S/N;N;-15,418833;28,147361;30/10/2023 16:05;1,329;;;1,429;;1,319;;;;;;;;;;;CEPSA MUELLE GRANDE;;"L-V: 06:00-22:00; S: 07:00-15:00"
LUGO;PANTÓN;FERREIRA DE PANTON (CASCO URBANO);27430;LUGAR FERREIRA-ESPERELO, 89;I;-7,628056;42,504861;31/10/2023 00:00;1,745;;;1,876;;1,699;;;;;;;;;;;PETRONOR;;L-D: 08:00-22:00
CORUÑA (A);VALDOVIÑO;VALDOVIÑO;15552;LUGAR FIGUEIRA -VILABOA, 3;I;-8,060472;43,601222;02/11/2023 12:00;1,649;;;;;1,660;;1,299;;;;;;;;;E.S. VILABOA;;L-D: 24H
PONTEVEDRA;SANXENXO;SANXENXO;36960;LUGAR FONTOIRA-PADRIÑAN, 42;D;-8,812722;42,415417;30/10/2023 07:00;1,799;;;1,939;;1,739;1,829;;;;;0,999;;;;;REPSOL;;L-D: 24H
PONTEVEDRA;LALÍN;GRESANDE;36519;LUGAR GRESANDE-GRESANDE, S/N;D;-8,186694;42,645556;19/10/2023 21:07;1,609;;;;;1,619;;1,239;;;;;;;;;CAMPODEZA, S.C.G.;;L-D: 08:00-00:00
ASTURIAS;CARREÑO;BARCA (LA);33438;LUGAR LA BARCA, S/N;N;-5,852278;43,554167;30/10/2023 09:52;;;;;;1,649;;;;;;;;;;;ESOIL;;L-V: 09:00-13:00 y 15:30-19:00
ASTURIAS;SIERO;CARRERA (LA);33519;LUGAR LA CARRERA, S/N;N;-5,667917;43,387556;30/10/2023 11:21;1,607;;;;;1,597;1,647;;;;;;;;;;LAS PALMERAS;;L-D: 24H
CORUÑA (A);NEDA;MOURELA ALTA;15577;LUGAR LA MOURELA, 2;I;-8,122528;43,508861;30/10/2023 08:00;1,709;;;1,859;;1,709;1,769;;;;;;;;;;PETRONOR;;L-D: 06:00-23:00
PONTEVEDRA;CAMBADOS;LAXES (AS);36634;LUGAR LG AS LAXES - CORBILLON, S/N;D;-8,808694;42,525083;03/11/2023 00:02;1,599;;;;;1,539;;;;;;;;;;;SBC;;L-D: 24H
PONTEVEDRA;CAÑIZA (A);VALEIXE;36883;LUGAR MIÑOTEIRA, S/N;N;-8,272528;42,166750;28/10/2023 11:38;1,639;;;1,799;;1,649;;;;;;;;;;;E.S.VALEIXE;;L-D: 07:00-23:00
ASTURIAS;VALDÉS;MUÑAS;33784;LUGAR MUÑAS, 0;I;-6,409500;43,480417;02/11/2023 13:48;;;;;;1,625;;1,261;;;;;;;;;CAMPOASTUR;;L-D: 24H
PONTEVEDRA;PONTEVEDRA;PONTEVEDRA;36001;LUGAR O ARCO, 39;N;-8,627417;42,453194;31/10/2023 07:00;1,669;;;1,799;;1,629;1,689;;;;;;;;;;ERE AREA DE SERVICIO;;L-D: 07:00-00:00
PONTEVEDRA;VILANOVA DE AROUSA;TERRON (O);36629;LUGAR O TERRON, 39;D;-8,829278;42,549111;31/10/2023 15:00;1,619;;;1,729;;1,659;1,709;;;;;;;;;;CEPSA VILANOVA;;L-D: 24H
CORUÑA (A);RIANXO;RIANXO;15920;LUGAR OUROLO, 73;I;-8,832389;42,681417;30/10/2023 18:52;1,729;;;1,879;;1,709;1,799;;;;;;;;;;VALCARCE;;L: 07:00-23:00
CORUÑA (A);PORTO DO SON;PORTO DO SON;15970;LUGAR OUTEIRO NOAL, 1;D;-8,985083;42,731806;30/10/2023 22:12;1,709;;;1,889;;1,729;;1,459;;;;;;;;;CEPSA;;L: 07:00-23:00
JAÉN;CASTILLO DE LOCUBÍN;CASTILLO DE LOCUBIN;23670;LUGAR PARAJE LA MELOJA,  (JUNTO PGNO.INDUSTRIAL EL CEREZO), S/N;D;-3,956667;37,527083;30/10/2023 09:23;1,530;;;;;1,510;;1,190;;;;;;;;;RUEDAOLIVA;;L-D: 24H
PONTEVEDRA;COVELO;PORTOCORTIÑAS;36877;LUGAR PARAÑOS (NACIONAL 120 km 632);N;-8,392167;42,203444;03/11/2023 09:30;1,629;;;;;1,689;;;;;;;;;;;ESTACION DE SERVICIO PARAÑOS;;L-D: 07:30-21:30
PONTEVEDRA;VILABOA;VILABOA;36141;LUGAR PAREDES, 32,33;I;-8,618528;42,350056;03/11/2023 00:00;1,669;;;;;1,689;1,779;;;;;;;;;;BP BLANCO (MI);;L-D: 07:00-23:00
PONTEVEDRA;VILABOA;VILABOA;36141;LUGAR PAREDES, 32,33;D;-8,618778;42,349778;03/11/2023 00:00;1,669;;;1,811;;1,689;1,779;;;;;;;;;;BP BLANCO (MD);;L-D: 07:00-23:00
LUGO;NAVIA DE SUARNA;PROBA (A);27650;LUGAR PENASINCEIRA - PQ GALEGOS, 1;I;-7,017639;42,965944;30/10/2023 14:17;1,709;;;;;1,699;1,769;1,289;;;;;;;;;LIBRE;;L-D: 09:00-23:00
CORUÑA (A);ORDES;ORDES;15680;LUGAR PEÑASCO - BARBEIROS, ;D;-8,341139;43,078667;02/11/2023 15:35;;;;;;1,689;;1,359;;;;;;;;;AGRARIA COMARCAL ORDES SCG;;"L-V: 09:00-19:30; S: 09:00-13:00"
CORUÑA (A);BETANZOS;BETANZOS;15300;LUGAR PIADELA, S/N;N;-8,230556;43,278278;02/11/2023 08:16;1,639;;;;;1,659;;1,400;;;;;;;;;SERVICIOS POLIGONO PIADELA;;L-D: 24H
ASTURIAS;LLANES;PIÑERES;33592;LUGAR PIÑERES DE PRIA S/N, S/N;N;-4,956472;43,438389;30/10/2023 09:00;;;;;;1,577;;;;;;;;;;;DISPRIA, S.L.;;L-V: 09:00-13:00 y 15:00-19:00
CORUÑA (A);AMES;PONTE MACEIRA (A);15864;LUGAR PONTE MACEIRA, S/N;N;-8,702500;42,895278;01/11/2023 07:00;1,729;;;;;1,679;;;;;;;;;;;CLUN;;"L-V: 07:00-21:00; S: 09:00-14:00"
HUELVA;AYAMONTE;AYAMONTE;21400;LUGAR PP.KK. 42/003 Y 42/189, 0;D;-7,320944;37,220833;30/10/2023 10:41;1,659;;;;;1,669;;;;;;;;;;;GESGASOLEO;;L-D: 24H
PONTEVEDRA;PONTE CALDELAS;PONTECALDELAS;36820;LUGAR REIGOSA KM 531, S/N;I;-8,578972;42,407222;31/10/2023 19:34;1,639;;;1,749;;1,669;1,749;;;;;;;;;;GALP ENERGIA;;"L-V: 07:00-22:00; S-D: 07:00-23:00"
MÁLAGA;ANTEQUERA;ANTEQUERA;29200;LUGAR RESIDENCIA DE LA VEGA, 1;I;-4,538417;37,026861;03/11/2023 09:59;1,559;;;;;1,569;;;;;;;;;;;PETROPRIX;;L-D: 24H
OURENSE;RIÓS;RIOS;32611;LUGAR RIOS, ;D;-7,285694;41,982722;30/10/2023 13:36;1,689;;;1,776;;1,659;1,679;1,300;;;;1,052;;;;;REPSOL;;L-D: 24H
PONTEVEDRA;BUEU;SABARIGO;36939;LUGAR SABARIGO, S/N;I;-8,751972;42,338500;27/10/2023 00:05;1,679;;;1,809;;1,699;1,769;;;;;;;;;;SHELL;;L-D: 06:00-23:59
CORUÑA (A);SANTA COMBA;SANTA COMBA;15840;LUGAR SAN ANDRES-A PEREIRA (AC-400 KM 61.0), 0;D;-8,861972;42,997861;30/10/2023 10:30;1,809;;;1,909;;1,699;1,749;1,379;1,379;;;;;;;;E.S. MUIÑO GRANDE;;L-D: 07:00-23:00
LUGO;MONTERROSO;MONTERROSO;27560;LUGAR SAN MIGUEL DE PENAS, 1;N;-7,792444;42,802778;23/10/2023 11:16;;;;;;1,579;;1,239;;;;;;;;;AIRA;;"L-V: 10:00-14:00 y 16:00-19:00; S: 09:00-13:00"
PONTEVEDRA;LALÍN;CERCIO;36596;LUGAR SANTA BAIA-CERCIO, S/N;N;-8,123889;42,755083;31/10/2023 09:55;;;;;;1,599;;1,259;;;;;;;;;COBIDEZA;;"L-V: 09:30-14:00 y 16:00-19:00; S: 09:30-14:00"
LUGO;OUTEIRO DE REI;OUTEIRO DE REI;27150;LUGAR SOBORVILA, 10;N;-7,605250;43,107139;27/10/2023 12:55;1,679;;;1,779;;1,709;1,769;;;;;;;;;;BP;;L-D: 24H
OURENSE;RAMIRÁS;RAMIRAS;32811;LUGAR SOUTO, 1;D;-8,044833;42,187444;30/10/2023 00:00;1,686;;;1,861;;1,719;1,785;1,446;;;;;;;;;CEPSA;;L-D: 07:00-22:00
CORUÑA (A);PADERNE;TERCIO;15314;LUGAR TERCIO, S/N;D;-8,178667;43,306889;30/10/2023 12:51;1,560;;;;;1,590;;;;;;;;;;;EL PLANTEL;;L-D: 24H
OURENSE;MEZQUITA (A);A MEZQUITA;32590;LUGAR VILLAVIEJA, S/N;D;-7,009194;42,038694;01/11/2023 08:15;1,659;;;;;1,679;1,779;;;;;;;;;;CEPSA;;L-D: 07:00-23:00
LUGO;ABADÍN;XESTA (A);27738;LUGAR ZONA DE PUIDA - PARROQUIA DE GALGAO, S/N;D;-7,426694;43,379889;02/11/2023 10:00;1,689;;;1,839;;1,709;1,799;;;;;;;;;;REPSOL;;L-D: 06:30-23:00
VALLADOLID;NAVA DEL REY;NAVA DEL REY;47500;LUIS SALVADOR CARMONA, S/N;N;-5,085111;41,334778;30/10/2023 09:52;;;;;;;;1,193;;;;;;;;;NO TIENE;;L-V: 08:30-13:30 y 15:00-18:00
LLEIDA;BELLVÍS;BELLVIS;25142;LV-3311 km 5,2;D;0,814167;41,670278;02/11/2023 12:28;1,703;;;;;1,699;1,749;1,301;;;;0,999;;;;;SHELL - E.S. BELLVIS;;L-D: 24H
MADRID;MADRID;MADRID;28042;M-40, PK 7.4 - ACCESO AL CAMPO DE LAS NACIONES, 2;I;-3,616139;40,458417;03/11/2023 06:00;1,619;;;1,751;;1,635;1,715;;;;;0,919;1,059;;;;CEPSA;;L-D: 24H
MADRID;GRIÑÓN;GRIÑON;28971;M-404 km 17,8;I;-3,861778;40,206528;30/10/2023 08:12;1,709;;;;;1,739;1,819;;;;;;;;;;CEPSA;;"L-S: 07:00-22:00; D: 08:00-21:00"
MADRID;GALAPAGAR;GALAPAGAR;28260;M-505 km 15,5;D;-3,994167;40,571167;31/10/2023 12:30;1,659;;;1,789;;1,659;1,749;;;;;;;;;;REPSOL;;L-D: 24H
MÁLAGA;NERJA;NERJA;29780;MA-105 km 0,3;D;-3,882778;36,752250;30/10/2023 04:26;1,689;;;1,831;;1,699;1,790;;;;;;;;;;BP ;;L-D: 24H
MÁLAGA;ARCHIDONA;ARCHIDONA;29300;MA-207 km 1;I;-4,415194;37,104833;30/10/2023 11:26;1,589;;;;;1,525;1,650;1,175;;;;;;;;;LA PURISIMA;;L-D: 24H
MADRID;TORRES DE LA ALAMEDA;TORRES DE LA ALAMEDA;28813;MADRID Nº 3, POL.IND.;N;-3,369750;40,407250;02/11/2023 15:00;1,659;;;1,799;;1,659;1,739;;;;;;;;;;SHELL;;L-D: 06:00-00:00
ALBACETE;ALBACETE;ALBACETE;02007;MADRID-CARTAGENA km 248,5;D;-1,845278;38,971722;03/11/2023 00:00;1,649;;1,699;1,769;;1,669;1,749;;;;;;;;;;REPSOL. LOS ANGELES DE LA MANCHA, S.L.;;L-D: 06:00-22:00
ALBACETE;ALBACETE;ALBACETE;02007;MADRID-CARTAGENA km 248,5;I;-1,845306;38,971778;03/11/2023 00:00;1,649;;;1,769;;1,669;1,749;;;;;;;;;;REPSOL Nº ESTACIÓN 97179;;L-V: 06:00-22:00
CUENCA;MONTALBO;MONTALBO;16440;MADRID-VALENCIA   N-III km 116;D;-2,668556;39,881722;30/10/2023 12:24;1,599;;;;;1,589;;1,189;;;;;;;;;ARBA SA;;L-D: 07:00-23:00
BARCELONA;TERRASSA;TERRASSA;08226;Maestrazgo Esq.C/Matadepera,S/N;N;2,017028;41,576194;31/10/2023 12:15;1,599;;;;1,659;1,579;1,609;;;;;;;;;;NIEVES ;;L-D: 24H
TARRAGONA;ULLDECONA;ULLDECONA;43550;MAJOR,  183;N;0,443917;40,592889;25/10/2023 15:36;1,495;;;;;1,490;;1,195;;;;;;;;;CAMPO;;L-D: 24H
OURENSE;BARCO DE VALDEORRAS (O);BARCO (O);32300;MANUEL QUIROGA, 50;N;-6,978833;42,415444;30/10/2023 13:06;1,697;;;1,807;;1,687;1,777;1,370;;;;;;;;;CEPSA;;L-D: 24H
MÁLAGA;SIERRA DE YEGUAS;SIERRA DE YEGUAS;29328;MARTIN DE LA JARA km 0.250;D;-4,874556;37,124333;30/10/2023 10:11;;;;;;;;1,127;;;;;;;;;LA SERRANA DE ADEREZO,S.C.A;;L-S: 07:00-20:00
ALBACETE;RODA (LA);RODA (LA);02630;MARTIRES 209;D;-2,171778;39,212861;03/11/2023 00:00;1,604;;;1,736;;1,609;1,729;;;;;;;;;;CEPSA;;"L-V: 07:00-21:00; S: 09:00-13:00"
ALBACETE;MOTILLEJA;MOTILLEJA;02200;MEDIO DÍA 28;N;-1,788246;39,179070;30/10/2023 11:02;;;;;;;;1,160;;;;;;;;;SAT MOTILLEJA;;L-D: 24H
ALBACETE;HELLÍN;HELLIN;02400;MELCHOR  DE MACANAZ, 66;N;-1,696972;38,511222;30/10/2023 12:38;1,629;;;1,739;;1,699;1,749;;;;;;;;;;BP;;L: 06:00-23:00
CÓRDOBA;BELALCÁZAR;BELALCAZAR;14280;MENENDEZ PELAYO S/Nº;N;-5,171472;38,574389;30/10/2023 09:29;;;;;;1,515;;1,169;;;;;;;;;SCA.ALCANTARILLA;;L-D: 24H
HUELVA;BOLLULLOS PAR DEL CONDADO;BOLLULLOS PAR DEL CONDADO;21710;MIGUEL INDURAIN, S/N;N;-6,532556;37,342444;23/10/2023 21:45;1,649;;;1,890;;1,639;;1,320;;;;;;;;;SUTACON;;"L-V: 07:00-22:00; S: 07:00-14:30; D: 09:00-14:00"
TARRAGONA;DELTEBRE;DELTEBRE;43580;ML PUERTO DELTEBRE;N;0,843167;40,717361;;1,549;;;;;1,507;;;;;;;;;;894,000;CARBURANTS DEL MONTSIÀ;Mixto;L-D: 24H
BARCELONA;BARCELONA;BARCELONA;08014;MOIANES, 34;N;2,142500;41,371944;03/11/2023 06:00;1,728;;;1,858;;1,688;1,748;;;;;;;;;;E.S.MOYANES;;L-D: 24H
TARRAGONA;AMETLLA DE MAR (L');AMETLLA DE MAR (L');43860;MOLL DE PONENT S/N APTDO CORREOS 104;N;0,802111;40,879389;;;1,963;;;;1,801;;;;;;;;;;;NO FIGURA;Suministro a barcos deportivos o de recreo;L-D: 09:00-13:00 y 15:00-19:00
MADRID;MADRID;MADRID;28053;MONTE IGUELDO, 108;N;-3,671306;40,390194;03/11/2023 09:00;1,689;;1,749;;;1,725;1,825;;;;;;;;;;CEPSA;;L-D: 24H
BARCELONA;SANT JOAN DESPÍ;SANT JOAN DESPI;08970;MOSSEN JACINTO VERDAGUER, 83-85;N;2,072843;41,374639;31/10/2023 16:02;1,719;;;1,869;;1,679;;;;;;;;;;;3 PUNT TRES;;L-D: 24H
MURCIA;MURCIA;ALGEZARES;30157;MU-302 km 3,9;N;-1,118583;37,943250;02/11/2023 20:16;1,519;;;1,629;;1,489;1,559;;;;;;;;;;GALP;;L-D: 06:00-22:00
MURCIA;ABARÁN;ABARAN;30550;MU-413 km 2;D;-1,377722;38,207278;03/11/2023 00:00;1,639;;;1,781;;1,669;1,759;;;;;;;;;;BP LAS COLONIAS;;L-D: 24H
ALICANTE;ALICANTE/ALACANT;ALICANTE/ALACANT;03001;MUELLE 8, ZONA DE LEVANTE, S/N;N;-0,481472;38,339167;;1,729;;;;;1,679;;;;;;;;;;;MARINA ALICANTE;Suministro a barcos deportivos o de recreo;L-D: 08:00-21:00
CEUTA;CEUTA;CEUTA;51001;MUELLE ALFAU, S/N;D;-5,300861;35,894722;26/10/2023 14:45;1,304;;;1,349;;1,365;1,415;;;;;;;;;;ON365;;L-D: 24H
PALMAS (LAS);MOGÁN;ALMACIGOS (LOS);35140;MUELLE AVENIDA JUAN DIAZ RODRIGUEZ S/N, S/N;D;-15,711389;27,780444;28/10/2023 08:00;1,337;;;1,455;;1,339;;;;;;;;;;;PUERTO RICO, S.A;;L: 08:00-16:00
CORUÑA (A);BOIRO;PESQUEIRA;15939;MUELLE BAJO MUELLE, S/N;N;-8,890167;42,613556;23/10/2023 16:56;1,629;;;;;1,599;;;;;;;;;;;PETROCASH CABO DE CRUZ;;L-D: 07:00-23:00
CORUÑA (A);POBRA DO CARAMIÑAL (A);POBRA DO CARAMIÑAL;15940;MUELLE COMERCIAL S/N;N;-8,935417;42,609083;;1,699;;;;;1,689;;970,000;;;;;;;;;AVIA;Mixto;L-D: 07:00-23:00
CORUÑA (A);POBRA DO CARAMIÑAL (A);POBRA DO CARAMIÑAL;15940;MUELLE COMERCIAL, S/N;D;-8,935417;42,609083;30/10/2023 23:12;1,699;;;1,809;;1,689;1,749;;;;;;;;;;AVIA;;L-D: 07:00-23:00
PONTEVEDRA;SANXENXO;PORTONOVO;36970;MUELLE COMERCIAL, S/Nº;N;-8,817778;42,395833;;;;;;;1,721;;855,000;;;;;;;;;REPSOL;Mixto;L-D: 24H
BALEARS (ILLES);EIVISSA;EIVISSA;07800;MUELLE COMERCIAL, S/Nº;N;1,439183;38,913817;;;;;;;;;837,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
BALEARS (ILLES);SÓLLER;SOLLER;07100;MUELLE COMERCIAL, S/Nº;N;2,694461;39,797150;;1,767;;;;;1,787;;837,000;;;;;;;;;REPSOL;Mixto;L-D: 24H
CORUÑA (A);CORUÑA (A);CORUÑA (A);15006;MUELLE DÁRSENA DE OZA, S/N;N;-8,381861;43,354111;25/10/2023 14:09;;;;;;1,475;;;;;;;;;;;MAREXADA OIL;;L-D: 24H
BARCELONA;BARCELONA;BARCELONA;08003;MUELLE DE BALEARES, S/Nº;N;2,185510;41,372778;;;;;;;;;842,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
CORUÑA (A);FERROL;FERROL;15401;MUELLE DE CRUXEIRAS, S/Nº;N;-8,244303;43,478304;;1,699;;;;;1,730;;885,000;;;;;;;;841,000;REPSOL;Mixto;L-D: 24H
MURCIA;CARTAGENA;CABO DE PALOS;30370;MUELLE DE LA SAL, S/Nº;N;-0,698720;37,630712;;;;;;;;;887,000;;;;;;;;;REPSOL;Mixto;L-D: 24H
CASTELLÓN / CASTELLÓ;BURRIANA;BURRIANA;12530;MUELLE DE PONIENTE;N;-0,069139;39,859056;;1,780;;;;;1,810;;;;;;;;;;;MARINA BURRIANANOVA, S.A.;Suministro a barcos deportivos o de recreo;L-D: 24H
PONTEVEDRA;VIGO;VIGO;36208;MUELLE DE REPARACIONES DE BOUZAS S/N;N;-8,743111;42,230861;;1,900;;;;;1,780;;;;;;;;;;;MARINA DAVILA;Suministro a barcos deportivos o de recreo;L-D: 08:00-22:00
TARRAGONA;TARRAGONA;TARRAGONA;43005;MUELLE DE REUS S/N;N;1,242194;41,106917;;;;;;;;;;;;;;;;;869,000;VILALTA CORPORACION S.A.;Suministro a pesqueros;L-D: 24H
PONTEVEDRA;CAMBADOS;CAMBADOS;36630;MUELLE DE TRAGOVE, S/Nº;N;-8,828182;42,518542;;;;;;;;;855,000;;;;;;;;;REPSOL;Mixto;L-D: 24H
HUELVA;PUNTA UMBRÍA;PUNTA UMBRIA;21100;MUELLE DEPORTIVO PUNTA UMBRIA, S/N - AVDA. LA RIA, S/N;N;-6,959417;37,181750;;1,769;;;;;1,789;;;;;;;;;;;CEPSA;Suministro a barcos deportivos o de recreo;"L-V: 09:30-13:00 y 15:00-17:30; S: 09:30-13:00"
GIPUZKOA;PASAIA;PASAI DONIBANE;20110;MUELLE DONI-BANE S/N;N;-1,911389;43,322250;;;;;;;;;820,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 08:00-13:00 y 15:00-17:00
TARRAGONA;VANDELLÒS I L'HOSPITALET DE L'INFANT;HOSPITALET DE L'INFANT;43890;MUELLE DR. CAPELLA S/N PUERTO DEPORTIVO;N;0,927694;40,988639;;;1,746;;;;1,696;;;;;;;;;;;REPSOL;Suministro a barcos deportivos o de recreo;L-D: 08:00-20:00
CANTABRIA;CASTRO-URDIALES;CASTRO URDIALES;39700;MUELLE EQUILIÓN S/N;N;-3,221000;43,382444;;1,749;;;;;1,756;;822,000;;;;;;;;;REPSOL;Mixto;L-V: 09:00-13:00
CORUÑA (A);MUXÍA;MUXIA;15124;MUELLE MARINA MUXIA, SN;D;-9,214806;43,103083;01/11/2023 16:20;1,679;;;;;1,699;;;;;;;;;;;SHELL;;L-D: 08:00-22:00
PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);PALMAS DE GRAN CANARIA (LAS);35459;MUELLE MUELLE DEPORTIVO DE LAS PALMAS, S/N;N;-15,425111;28,126694;30/10/2023 11:45;1,359;;;1,499;;1,369;;;;;;;;;;;CEPSA LA MARINA;;"L-S: 08:00-18:00; D: 08:00-14:00"
ALICANTE;SANTA POLA;SANTA POLA;03130;MUELLE NORTE S/N PUERTO DEPORTIVO 2;N;-0,560556;38,189306;;1,645;;;;;1,585;;;;;;;;;;;MARINA MIRAMAR;Mixto;L-D: 24H
BIZKAIA;BERMEO;BERMEO;48370;MUELLE NUEVO S/Nº;N;-2,718222;43,417250;;;;;;;;;820,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
ALMERÍA;CARBONERAS;CARBONERAS;04140;MUELLE PESQUERO DE CARBONERAS, S/Nº;N;-1,897068;36,991802;;1,714;;;;;1,772;;797,000;;;;;;;;;REPSOL;Mixto;L-D: 24H
GIPUZKOA;GETARIA;GETARIA;20808;MUELLE PESQUERO S/N;N;-2,127945;43,275584;;;;;;;;;820,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
CORUÑA (A);MUROS;MUROS;15250;MUELLE PESQUERO S/N;N;-9,055969;42,776082;;1,699;;;;;1,706;;895,000;;;;;;;;841,000;REPSOL;Mixto;L-D: 24H
MURCIA;ÁGUILAS;AGUILAS;30880;MUELLE PESQUERO, S/N;N;-1,578720;37,402935;;;;;;;;;847,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
GIRONA;PALAMÓS;PALAMOS;17230;MUELLE PESQUERO, S/N;N;3,036364;41,779180;;;;;;;;;852,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
CASTELLÓN / CASTELLÓ;CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA;CASTELLON DE LA PLANA;12100;MUELLE PESQUERO, S/Nº;N;-0,019836;39,966340;;;;;;;;;807,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
MURCIA;MAZARRÓN;MAZARRON;30870;MUELLE PESQUERO, S/Nº;N;-1,255109;37,563768;;;;;;;;;847,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
CANTABRIA;COLINDRES;COLINDRES;39750;MUELLE PESQUERO, S/Nº;N;-3,463033;43,393903;;1,749;;;;;1,756;;822,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
CANTABRIA;SANTOÑA;SANTOÑA;39740;MUELLE PESQUERO, S/Nº;N;-3,463310;43,441959;;1,749;;;;;1,756;;822,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
CANTABRIA;SUANCES;SUANCES;39340;MUELLE PESQUERO, S/Nº;N;-4,035255;43,425292;;1,749;;;;;1,756;;822,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
LUGO;RIBADEO;RIBADEO;27700;MUELLE PESQUERO, S/Nº;N;-7,038707;43,532759;;;;;;;;;885,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
LUGO;BURELA;BURELA;27880;MUELLE PESQUERO, S/Nº;N;-7,254818;43,660537;;;;;;;;;820,000;;;;;;;;779,000;REPSOL;Suministro a pesqueros;L-D: 24H
LUGO;VIVEIRO;CELEIRO;27863;MUELLE PESQUERO, S/Nº;N;-7,595929;43,676370;;;;;;;;;820,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
CORUÑA (A);CARIÑO;CARIÑO;15593;MUELLE PESQUERO, S/Nº;N;-7,866525;43,737749;;;;;;;;;870,000;;;;;;;;839,000;REPSOL;Suministro a pesqueros;L-D: 24H
CORUÑA (A);SADA;SADA;15160;MUELLE PESQUERO, S/Nº;N;-8,246525;43,362749;;1,699;;;;;1,730;;895,000;;;;;;;;839,000;REPSOL;Suministro a pesqueros;L-D: 24H
PONTEVEDRA;MOAÑA;MOAÑA;36950;MUELLE PESQUERO, S/Nº;N;-8,735126;42,274931;;;;;;;;;841,000;;;;;;;;;REPSOL;Suministro a pesqueros;L-D: 24H
PONTEVEDRA;BUEU;BUEU;36930;MUELLE PESQUERO, S/Nº;N;-8,785126;42,329376;;;;;;;1,721;;851,000;;;;;;;;;REPSOL;Mixto;L-D: 24H
